iterazione,timestamp,mappa,agenti,oggetti,ticks,energia_media_persa
86,01:20:28,A.json,4,9/10,179,175.0
87,01:20:29,A.json,4,8/10,180,175.0
88,01:20:29,A.json,4,9/10,183,175.0
89,01:20:30,A.json,4,8/10,179,175.0
90,01:20:31,A.json,4,9/10,179,175.0
91,01:20:31,A.json,4,7/10,179,175.0
92,01:20:32,A.json,4,9/10,179,175.0
93,01:20:33,A.json,4,9/10,181,175.0
94,01:20:33,A.json,4,9/10,181,175.0
95,01:20:34,A.json,4,8/10,180,175.0
96,01:20:35,A.json,4,8/10,181,175.0
97,01:20:35,A.json,4,9/10,179,175.0
98,01:20:36,A.json,4,4/10,179,175.0
99,01:20:36,A.json,4,9/10,180,175.0
100,01:20:37,A.json,4,8/10,179,175.0
1,01:20:47,B.json,4,8/10,179,175.0
2,01:20:48,B.json,4,7/10,179,175.0
3,01:20:48,B.json,4,8/10,179,175.0
4,01:20:49,B.json,4,8/10,181,175.0
5,01:20:50,B.json,4,7/10,179,175.0
6,01:20:50,B.json,4,7/10,179,175.0
7,01:20:51,B.json,4,7/10,179,175.0
8,01:20:52,B.json,4,9/10,179,175.0
9,01:20:52,B.json,4,9/10,179,175.0
10,01:20:53,B.json,4,8/10,179,175.0
11,01:20:53,B.json,4,8/10,179,175.0
12,01:20:54,B.json,4,8/10,179,175.0
13,01:20:55,B.json,4,8/10,179,175.0
14,01:20:55,B.json,4,8/10,179,175.0
15,01:20:56,B.json,4,8/10,179,175.0
16,01:20:57,B.json,4,9/10,179,175.0
17,01:20:57,B.json,4,7/10,181,175.0
18,01:20:58,B.json,4,7/10,179,175.0
19,01:20:59,B.json,4,9/10,179,175.0
20,01:20:59,B.json,4,6/10,179,175.0
21,01:21:00,B.json,4,6/10,179,175.0
22,01:21:01,B.json,4,8/10,179,175.0
23,01:21:01,B.json,4,9/10,179,175.0
24,01:21:02,B.json,4,8/10,180,175.0
25,01:21:03,B.json,4,9/10,179,175.0
26,01:21:03,B.json,4,7/10,181,175.0
27,01:21:04,B.json,4,8/10,182,175.0
28,01:21:05,B.json,4,8/10,179,175.0
29,01:21:05,B.json,4,7/10,179,175.0
30,01:21:06,B.json,4,7/10,179,175.0
31,01:21:06,B.json,4,7/10,179,175.0
32,01:21:07,B.json,4,9/10,179,175.0
33,01:21:08,B.json,4,9/10,180,175.0
34,01:21:08,B.json,4,7/10,179,175.0
35,01:21:09,B.json,4,7/10,179,175.0
36,01:21:10,B.json,4,9/10,179,175.0
37,01:21:10,B.json,4,8/10,179,175.0
38,01:21:11,B.json,4,8/10,181,175.0
39,01:21:11,B.json,4,7/10,179,175.0
40,01:21:12,B.json,4,8/10,179,175.0
41,01:21:13,B.json,4,7/10,179,175.0
42,01:21:13,B.json,4,8/10,179,175.0
43,01:21:14,B.json,4,8/10,179,175.0
44,01:21:15,B.json,4,8/10,179,175.0
45,01:21:15,B.json,4,6/10,179,175.0
46,01:21:16,B.json,4,8/10,179,175.0
47,01:21:16,B.json,4,9/10,179,175.0
48,01:21:17,B.json,4,8/10,179,175.0
49,01:21:18,B.json,4,8/10,179,175.0
50,01:21:18,B.json,4,8/10,179,175.0
51,01:21:19,B.json,4,8/10,179,175.0
52,01:21:20,B.json,4,8/10,179,175.0
53,01:21:20,B.json,4,9/10,179,175.0
54,01:21:21,B.json,4,8/10,179,175.0
55,01:21:22,B.json,4,8/10,179,175.0
56,01:21:22,B.json,4,8/10,179,175.0
57,01:21:23,B.json,4,7/10,179,175.0
58,01:21:24,B.json,4,7/10,179,175.0
59,01:21:24,B.json,4,8/10,179,175.0
60,01:21:25,B.json,4,9/10,181,175.0
61,01:21:25,B.json,4,8/10,179,175.0
62,01:21:26,B.json,4,7/10,179,175.0
63,01:21:27,B.json,4,7/10,179,175.0
64,01:21:27,B.json,4,8/10,179,175.0
65,01:21:28,B.json,4,7/10,183,175.0
66,01:21:29,B.json,4,7/10,179,175.0
67,01:21:29,B.json,4,9/10,179,175.0
68,01:21:30,B.json,4,7/10,179,175.0
69,01:21:31,B.json,4,7/10,179,175.0
70,01:21:31,B.json,4,6/10,179,175.0
71,01:21:32,B.json,4,8/10,179,175.0
72,01:21:32,B.json,4,8/10,179,175.0
73,01:21:33,B.json,4,9/10,181,175.0
74,01:21:34,B.json,4,9/10,179,175.0
75,01:21:34,B.json,4,7/10,179,175.0
76,01:21:35,B.json,4,8/10,179,175.0
77,01:21:36,B.json,4,8/10,179,175.0
78,01:21:36,B.json,4,8/10,179,175.0
79,01:21:37,B.json,4,8/10,182,175.0
80,01:21:38,B.json,4,9/10,179,175.0
81,01:21:38,B.json,4,8/10,179,175.0
82,01:21:39,B.json,4,7/10,179,175.0
83,01:21:40,B.json,4,8/10,179,175.0
84,01:21:41,B.json,4,7/10,179,175.0
85,01:21:41,B.json,4,8/10,179,175.0
86,01:21:42,B.json,4,7/10,180,175.0
87,01:21:43,B.json,4,9/10,179,175.0
88,01:21:43,B.json,4,9/10,179,175.0
89,01:21:44,B.json,4,5/10,179,175.0
90,01:21:45,B.json,4,7/10,179,175.0
91,01:21:46,B.json,4,8/10,179,175.0
92,01:21:46,B.json,4,8/10,179,175.0
93,01:21:47,B.json,4,7/10,179,175.0
94,01:21:48,B.json,4,8/10,179,175.0
95,01:21:49,B.json,4,7/10,179,175.0
96,01:21:49,B.json,4,8/10,179,175.0
97,01:21:50,B.json,4,8/10,179,175.0
98,01:21:51,B.json,4,8/10,179,175.0
99,01:21:52,B.json,4,7/10,179,175.0
100,01:21:52,B.json,4,9/10,179,175.0
