iterazione,timestamp,mappa,agenti,oggetti,ticks,energia_media_persa
59,01:17:05,B.json,5,7/10,155,140.0
60,01:17:06,B.json,5,9/10,158,140.0
61,01:17:07,B.json,5,8/10,155,140.0
62,01:17:07,B.json,5,9/10,155,140.0
63,01:17:08,B.json,5,9/10,157,140.0
64,01:17:09,B.json,5,8/10,155,140.0
65,01:17:09,B.json,5,8/10,155,140.0
66,01:17:10,B.json,5,8/10,157,140.0
67,01:17:11,B.json,5,9/10,157,140.0
68,01:17:11,B.json,5,8/10,155,140.0
69,01:17:12,B.json,5,7/10,155,140.0
70,01:17:12,B.json,5,10/10,120,113.8
71,01:17:13,B.json,5,9/10,155,140.0
72,01:17:14,B.json,5,9/10,156,140.0
73,01:17:14,B.json,5,9/10,155,140.0
74,01:17:15,B.json,5,7/10,155,140.0
75,01:17:16,B.json,5,8/10,155,140.0
76,01:17:16,B.json,5,7/10,155,140.0
77,01:17:17,B.json,5,8/10,155,140.0
78,01:17:17,B.json,5,7/10,155,140.0
79,01:17:18,B.json,5,8/10,155,140.0
80,01:17:19,B.json,5,8/10,155,140.0
81,01:17:19,B.json,5,8/10,155,140.0
82,01:17:20,B.json,5,8/10,155,140.0
83,01:17:21,B.json,5,7/10,155,140.0
84,01:17:21,B.json,5,8/10,156,140.0
85,01:17:22,B.json,5,7/10,155,140.0
86,01:17:23,B.json,5,10/10,150,137.8
87,01:17:23,B.json,5,8/10,155,140.0
88,01:17:24,B.json,5,7/10,155,140.0
89,01:17:25,B.json,5,10/10,139,128.4
90,01:17:25,B.json,5,9/10,156,140.0
91,01:17:26,B.json,5,9/10,156,140.0
92,01:17:26,B.json,5,7/10,157,140.0
93,01:17:27,B.json,5,7/10,155,140.0
94,01:17:28,B.json,5,7/10,158,140.0
95,01:17:28,B.json,5,10/10,122,115.2
96,01:17:29,B.json,5,9/10,155,140.0
97,01:17:29,B.json,5,10/10,130,121.6
98,01:17:30,B.json,5,7/10,155,140.0
99,01:17:31,B.json,5,8/10,155,140.0
100,01:17:31,B.json,5,9/10,155,140.0
